"","spc.season","Harbour","meanQuantitycopies","LOD","LOQ","eDNA_eval_mean","eDNA_col_eval_mean","spc","season","Genus","species","dk_comnm","Harbour.Saeson.EuroFinsExtrSmpleno","Coll_date","volfilt_mL","declat","declon","EuroFinsampleno","gen_specnm.Wellname.season.no1","freq_NoCt","freq_belowLOD","freq_AbLOD_BeLOQ","freq_aboveLOQ","freq_repl_eval","eDNA_eval_p_repl_col","eDNA_eval_p_repl_descr","AssayIDcode","AssayIDNo","spc.Harbour","conv_rec_val","col.f.conv_rec_val","valid_comb_score","valid_hexcol","valid_score","categ_valid","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L","no_for_log.10_eDNAlvls","col_log.10_eDNAlvls","col.f.green.hexcol.ab.LOQ","eDNA_eval_t_repl_col"
"213","Cyprinus_carpio.efteraar","Frederikshavn",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Cyprinus_carpio.smpl06.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"253","Cyprinus_carpio.efteraar","Gedser",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Cyprinus_carpio.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"293","Cyprinus_carpio.efteraar","Grenaa",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Cyprinus_carpio.smpl08.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"333","Cyprinus_carpio.efteraar","Helsingoer",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Cyprinus_carpio.smpl09.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"373","Cyprinus_carpio.efteraar","Hirtshals",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Cyprinus_carpio.smpl10.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"413","Cyprinus_carpio.efteraar","Kalundborg",0.503333333333333,5,5,"belowLOD","yellow","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Cyprinus_carpio.smpl11.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID07","07","Cyprinus_carpio.Kalundborg",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0352333333333333,35.2333333333333,36.2333333333333,1.55910828936663,2,0,"0","yellow"
"453","Cyprinus_carpio.efteraar","KalundborgStatiolHavn",0.287933333333333,5,5,"belowLOD","yellow","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Cyprinus_carpio.smpl15.efteraar.1",2,1,0,0,"'2/1/0/0'",2,"belowLOD","AssID07","07","Cyprinus_carpio.KalundborgStatiolHavn",1,"red","2_and_1","#C4D79B",7,"BeLOD_FB",0.0201553333333333,20.1553333333333,21.1553333333333,1.32541987266834,2,0,"0","yellow"
"493","Cyprinus_carpio.efteraar","Koebenhavn",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Cyprinus_carpio.smpl12.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Koebenhavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"533","Cyprinus_carpio.efteraar","Koege",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Cyprinus_carpio.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"573","Cyprinus_carpio.efteraar","Odense",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Cyprinus_carpio.smpl13.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"613","Cyprinus_carpio.efteraar","Roedby",0,5,5,"NoCt","white","Cyprinus_carpio","efteraar","Cyprinus","carpio","karpe","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Cyprinus_carpio.smpl14.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"14","Cyprinus_carpio.foraar","AalborgHavn",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","AalborgHavn.foraar.1","2017.jun.29",1000,57.0514,9.9319,"smpl04","Cyprinus_carpio.smpl04.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"54","Cyprinus_carpio.foraar","Aalborgportland",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Aalborgportland.foraar.1","2017.jun.30",1000,57.0514,9.9319,"smpl03","Cyprinus_carpio.smpl03.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Aalborgportland",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"94","Cyprinus_carpio.foraar","Aarhus",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Aarhus.foraar.1","2017.jul.05",2400,56.1597,10.2301,"smpl02","Cyprinus_carpio.smpl02.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"134","Cyprinus_carpio.foraar","Esbjerg",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Esbjerg.foraar.1","2017.jun.27",1000,55.4578,8.442,"smpl01","Cyprinus_carpio.smpl01.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"174","Cyprinus_carpio.foraar","Fredericia",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Fredericia.foraar.1","2017.jul.05",1600,55.5579,9.7489,"smpl05","Cyprinus_carpio.smpl05.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"214","Cyprinus_carpio.foraar","Frederikshavn",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Frederikshavn.foraar.1","2017.jun.28",1000,57.4421,10.5622,"smpl06","Cyprinus_carpio.smpl06.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"254","Cyprinus_carpio.foraar","Gedser",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Cyprinus_carpio.smpl07.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"294","Cyprinus_carpio.foraar","Grenaa",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Cyprinus_carpio.smpl08.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"334","Cyprinus_carpio.foraar","Helsingoer",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Cyprinus_carpio.smpl09.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"374","Cyprinus_carpio.foraar","Hirtshals",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Cyprinus_carpio.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"414","Cyprinus_carpio.foraar","Kalundborg",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Cyprinus_carpio.smpl11.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Kalundborg",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"454","Cyprinus_carpio.foraar","KalundborgStatiolHavn",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Cyprinus_carpio.smpl15.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.KalundborgStatiolHavn",1,"red","1_and_1","#C4D79B",6,"NoCt_FB",0,0,1,0,1,0,"0","white"
"494","Cyprinus_carpio.foraar","Koebenhavn",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Cyprinus_carpio.smpl12.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Koebenhavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"534","Cyprinus_carpio.foraar","Koege",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Koege.foraar.1","2017.jul.04",850,55.4566,12.204,"smpl16","Cyprinus_carpio.smpl16.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"574","Cyprinus_carpio.foraar","Odense",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Odense.foraar.1","2017.jul.19",800,55.4101,10.378,"smpl13","Cyprinus_carpio.smpl13.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"614","Cyprinus_carpio.foraar","Roedby",0,5,5,"NoCt","white","Cyprinus_carpio","foraar","Cyprinus","carpio","karpe","Roedby.foraar.1","2017.jul.04",500,54.6541,11.3461,"smpl14","Cyprinus_carpio.smpl14.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID07","07","Cyprinus_carpio.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"15","Eriocheir_sinensis.efteraar","AalborgHavn",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","AalborgHavn.efteraar.1","2017.oct.11",1000,57.0514,9.9319,"smpl04","Eriocheir_sinensis.smpl04.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"55","Eriocheir_sinensis.efteraar","Aalborgportland",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Aalborgportland.efteraar.1","2017.oct.11",2500,57.0514,9.9319,"smpl03","Eriocheir_sinensis.smpl03.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Aalborgportland",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"95","Eriocheir_sinensis.efteraar","Aarhus",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Aarhus.efteraar.1","2017.sep.19",1000,56.1597,10.2301,"smpl02","Eriocheir_sinensis.smpl02.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"135","Eriocheir_sinensis.efteraar","Esbjerg",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Esbjerg.efteraar.1","2017.oct.17",200,55.4578,8.442,"smpl01","Eriocheir_sinensis.smpl01.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"175","Eriocheir_sinensis.efteraar","Fredericia",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Fredericia.efteraar.1","2017.oct.11",1000,55.5579,9.7489,"smpl05","Eriocheir_sinensis.smpl05.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"215","Eriocheir_sinensis.efteraar","Frederikshavn",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Frederikshavn.efteraar.1","2017.oct.06",3000,57.4421,10.5622,"smpl06","Eriocheir_sinensis.smpl06.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"255","Eriocheir_sinensis.efteraar","Gedser",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Gedser.efteraar.1","2017.sep.23",1000,54.5719,11.9277,"smpl07","Eriocheir_sinensis.smpl07.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"295","Eriocheir_sinensis.efteraar","Grenaa",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Grenaa.efteraar.1","2017.sep.19",1000,56.4126,10.9332,"smpl08","Eriocheir_sinensis.smpl08.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"335","Eriocheir_sinensis.efteraar","Helsingoer",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Helsingoer.efteraar.1","2017.sep.13",1000,56.0357,12.6176,"smpl09","Eriocheir_sinensis.smpl09.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"375","Eriocheir_sinensis.efteraar","Hirtshals",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Hirtshals.efteraar.1","2017.nov.08",600,57.5975,9.9772,"smpl10","Eriocheir_sinensis.smpl10.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"415","Eriocheir_sinensis.efteraar","Kalundborg",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Kalundborg.efteraar.1","2017.sep.22",1000,55.6773,11.073,"smpl11","Eriocheir_sinensis.smpl11.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Kalundborg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"455","Eriocheir_sinensis.efteraar","KalundborgStatiolHavn",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","KalundborgStatiolHavn.efteraar.1","2017.sep.22",1000,55.6643,11.0736,"smpl15","Eriocheir_sinensis.smpl15.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.KalundborgStatiolHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"495","Eriocheir_sinensis.efteraar","Koebenhavn",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Koebenhavn.efteraar.1","2017.sep.12",1650,55.6652,12.5702,"smpl12","Eriocheir_sinensis.smpl12.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Koebenhavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"535","Eriocheir_sinensis.efteraar","Koege",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Koege.efteraar.1","2017.sep.12",450,55.4566,12.204,"smpl16","Eriocheir_sinensis.smpl16.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Koege",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"575","Eriocheir_sinensis.efteraar","Odense",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Odense.efteraar.1","2017.sep.15",800,55.4101,10.378,"smpl13","Eriocheir_sinensis.smpl13.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Odense",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"615","Eriocheir_sinensis.efteraar","Roedby",0,5,50,"NoCt","white","Eriocheir_sinensis","efteraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Roedby.efteraar.1","2017.sep.23",200,54.6541,11.3461,"smpl14","Eriocheir_sinensis.smpl14.efteraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Roedby",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"16","Eriocheir_sinensis.foraar","AalborgHavn",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","AalborgHavn.foraar.1","2017.jun.29",1000,57.0514,9.9319,"smpl04","Eriocheir_sinensis.smpl04.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.AalborgHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"56","Eriocheir_sinensis.foraar","Aalborgportland",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Aalborgportland.foraar.1","2017.jun.30",1000,57.0514,9.9319,"smpl03","Eriocheir_sinensis.smpl03.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Aalborgportland",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"96","Eriocheir_sinensis.foraar","Aarhus",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Aarhus.foraar.1","2017.jul.05",2400,56.1597,10.2301,"smpl02","Eriocheir_sinensis.smpl02.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Aarhus",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"136","Eriocheir_sinensis.foraar","Esbjerg",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Esbjerg.foraar.1","2017.jun.27",1000,55.4578,8.442,"smpl01","Eriocheir_sinensis.smpl01.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Esbjerg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"176","Eriocheir_sinensis.foraar","Fredericia",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Fredericia.foraar.1","2017.jul.05",1600,55.5579,9.7489,"smpl05","Eriocheir_sinensis.smpl05.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Fredericia",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"216","Eriocheir_sinensis.foraar","Frederikshavn",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Frederikshavn.foraar.1","2017.jun.28",1000,57.4421,10.5622,"smpl06","Eriocheir_sinensis.smpl06.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Frederikshavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"256","Eriocheir_sinensis.foraar","Gedser",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Gedser.foraar.1","2017.jul.04",700,54.5719,11.9277,"smpl07","Eriocheir_sinensis.smpl07.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Gedser",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"296","Eriocheir_sinensis.foraar","Grenaa",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Grenaa.foraar.1","2017.jul.05",1100,56.4126,10.9332,"smpl08","Eriocheir_sinensis.smpl08.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Grenaa",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"336","Eriocheir_sinensis.foraar","Helsingoer",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Helsingoer.foraar.1","2017.jul.11",1000,56.0357,12.6176,"smpl09","Eriocheir_sinensis.smpl09.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Helsingoer",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"376","Eriocheir_sinensis.foraar","Hirtshals",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Hirtshals.foraar.1","2017.jun.28",1000,57.5975,9.9772,"smpl10","Eriocheir_sinensis.smpl10.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Hirtshals",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"416","Eriocheir_sinensis.foraar","Kalundborg",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Kalundborg.foraar.1","2017.jul.03",1500,55.6773,11.073,"smpl11","Eriocheir_sinensis.smpl11.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Kalundborg",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"456","Eriocheir_sinensis.foraar","KalundborgStatiolHavn",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","KalundborgStatiolHavn.foraar.1","2017.jul.02",1500,55.6643,11.0736,"smpl15","Eriocheir_sinensis.smpl15.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.KalundborgStatiolHavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
"496","Eriocheir_sinensis.foraar","Koebenhavn",0,5,50,"NoCt","white","Eriocheir_sinensis","foraar","Eriocheir","sinensis","kinesiskuldhaandskrabbe","Koebenhavn.foraar.1","2017.jun.09",1800,55.6652,12.5702,"smpl12","Eriocheir_sinensis.smpl12.foraar.1",3,0,0,0,"'3/0/0/0'",1,"NoCt","AssID18","18","Eriocheir_sinensis.Koebenhavn",0,"white","1_and_0","#92D050",1,"NoCt_NF",0,0,1,0,1,0,"0","white"
